Artist,Title,Medium,Medium_classified,Acquistion_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
KERRY & CO,"“Eudra”, Australian Aboriginal",,graphics,gift,2020,,1892,1917,New Zealand,
KERRY & CO,King “Narimboo” series 5 - Australian Aboriginals,,graphics,gift,2020,,1892,1917,New Zealand,
KERRY & CO,"“Narimboo” Aboriginal Chief, Australia",,graphics,gift,2020,,1892,1917,New Zealand,
KERRY & CO,"“Narimboo” Aboriginal Chief, Australia",,graphics,gift,2020,,1892,1917,New Zealand,
KERRY & CO,Aboriginal Chief Workii Tribe,,graphics,gift,2020,,1892,1917,New Zealand,
KERRY & CO,Aboriginal Chief Workii Tribe,,graphics,gift,2020,,1892,1917,New Zealand,
KERRY & CO,Aboriginal Chief Workii Tribe,,graphics,gift,2020,,1892,1917,New Zealand,
KERRY & CO,"“Coongardi” Aboriginal warrior, Australia",,graphics,gift,2020,,1892,1917,New Zealand,
KERRY & CO,"A warrior, series 5 - Australian Aboriginals",,graphics,gift,2020,,1892,1917,New Zealand,
KERRY & CO,Aboriginal with Devil's Mask,,graphics,gift,2020,,1892,1917,New Zealand,
KERRY & CO,Aboriginal with Devil's Mask,,graphics,gift,2020,,1892,1917,New Zealand,
KERRY & CO,Aboriginal with Devil's Mask,,graphics,gift,2020,,1892,1917,New Zealand,
KERRY & CO,Aboriginal Chief,,graphics,gift,2020,,1892,1917,New Zealand,
UNKNOWN,"Native dancer and musician, Murray Island",,graphics,gift,2020,,,,Australia,1900
UNKNOWN,"Hair dressed in mourning, Aborigines, N. Queensland (from 'Coloured Shell Series: Queensland Views')",,graphics,gift,2020,,,,Australia,1914
UNKNOWN,"Kanaka built house, Queensland",,graphics,gift,2020,,,,Australia,1900
UNKNOWN,"“Yaragar”, King of Barron. “Ye-i-nie” King of Cairns. Crowned Empire Day 1906",,graphics,gift,2020,,,,Australia,1906
UNKNOWN,"(Aboriginal clan group, North Queensland)",,graphics,gift,2020,,,,Australia,1900
UNKNOWN,"Aboriginals, Mulgrave district",,graphics,gift,2020,,,,Australia,1904
UNKNOWN,"Kauri pine tree, L. Barrine, NQ",,graphics,gift,2020,,,,Australia,1900
UNKNOWN,"Chinese orchard, Cardwell, Q",,graphics,gift,2020,,,,Australia,1900
UNKNOWN,"Barron River, Cairns (with three Indigenous figures) (from 'Shell Series: Queensland scenery, rivers and creeks, series 1')",,graphics,gift,2020,,,,Australia,1905
UNKNOWN,"Barron River, Cairns. Tropical Queensland",,graphics,gift,2020,,,,Australia,1905
UNKNOWN,"Mark, centre figure, somewhere in Queensland (Three figures seated on rock on the beach)",,graphics,gift,2020,,,,Australia,1900
UNKNOWN,Dunk Island Queensland Aus (Group of sailors),,graphics,gift,2020,,,,Australia,1918
UNKNOWN,Dunk Island Queensland,,graphics,gift,2020,,,,Australia,1918
UNKNOWN,"Nouvelles Hebrides – Arrivee de nouveaux recrues a bord d’une goelette, [New Hebrides – arrival of new recruits aboard a schooner] (Blackbirders/returnees)",,graphics,gift,2020,,,,United States,1900
UNKNOWN,"Aboriginal Camp, Queensland",,graphics,gift,2020,,,,Australia,1900
UNKNOWN,"Queensland Aboriginals, near Townsville, North Queensland",,graphics,gift,2020,,,,Australia,1900
UNKNOWN,"Aborigines, Nanango, Queensland (series II)",,graphics,gift,2020,,,,Australia,1890
UNKNOWN,Mainland Blacks Gulf of Carpentaria,,graphics,gift,2020,,,,Australia,1900
UNKNOWN,Olanda and others at Coconut (Poruma) Island,,graphics,gift,2020,,,,Australia,1900
UNKNOWN,Spear throwing Palm Is. Qld,,graphics,gift,2020,,,,Australia,1957
UNKNOWN,"Native village, Murray island",,graphics,gift,2020,,,,,1900
UNKNOWN,"Queensland Aborigines. Calboonya, Fraser Island Aboriginal, with necklace of kangaroo teeth and sea-gull head dress",,graphics,gift,2020,,,,,1900
"HARRIS, Brent",Troubled (Appalling moment),,graphics,gift,2020,,1956,,Australia,1995
"HARRIS, Brent",Troubled (Appalling moment),,graphics,gift,2020,,1956,,Australia,1995
"HARRIS, Brent",To the forest,,graphics,gift,2020,,1956,,Australia,1999
"HARRIS, Brent",To the river,,graphics,gift,2020,,1956,,Australia,2004
UNKNOWN,Canton – view across the river to Shameen,,photography,gift,2019,,,,China,1890
"DE CARVALHO, Arthur",Untitled (Junks Shanghai),,photography,gift,2019,,1890,1969,,1930
"MENNIE, Donald","Through the Ping Tzu Men, Peking (plate XVIII from ‘The Pageant of Peking’ book)",,photography,gift,2019,,1899,1944,United Kingdom,1920
"MENNIE, Donald",A Peking shop (plate XXIX from ‘The Pageant of Peking’ book),,photography,gift,2019,,1899,1944,United Kingdom,1920
"MENNIE, Donald",Anting Men street Peking (plate IV from ‘The Pageant of Peking’ book),,photography,gift,2019,,1899,1944,United Kingdom,1920
"MENNIE, Donald",Peking from Coal Hill (plate XLII from ‘The Pageant of Peking’ book),,photography,gift,2019,,1899,1944,United Kingdom,1920
"MENNIE, Donald",Camel study (plate XIII from ‘The Pageant of Peking’ book),,photography,gift,2019,,1899,1944,United Kingdom,1920
"MENNIE, Donald",The midday meal (plate XVII from ‘The Pageant of Peking’ book),,photography,gift,2019,,1899,1944,United Kingdom,1920
"MENNIE, Donald","Marble gate at Chu Yung Kuan, Peking (plate XIV from ‘The Pageant of Peking’ book)",,photography,gift,2019,,1899,1944,United Kingdom,1920
"MENNIE, Donald",Along the sunlit dusty street (near the Yung Ting Men) Peking (plate XV from ‘The Pageant of Peking’ book),,photography,gift,2019,,1899,1944,United Kingdom,1920
"MENNIE, Donald",A street in the Tatar City (plate XXII from ‘The Pageant of Peking’ book),,photography,gift,2019,,1899,1944,United Kingdom,1920
CARL AND FRITZ MARQUARDT (MARQUARDT BROTHERS),Unsere neuen Landsleute aus Samoa (Our new fellow countrymen from Samoa),,photography,gift,2020,,1850,1935,Germany,1901
"HOARE, Mrs S",Jeune gens Taitiens,,photography,gift,2020,,1833,1920,United States,1880
BURTON BROTHERS PHOTOGRAPHERS & ARTISTS,"Native girls, Rotuma",,photography,gift,2020,,1866,1914,New Zealand,1899
"BURTON, Alfred Henry (Photographer)",Native girl and large taro plant,,photography,gift,2020,,1834,1914,New Zealand,1899
"TATTERSALL, A J",Taupou (village maid),,photography,gift,2020,,1866,1951,New Zealand,
"TABER, Isiah West (Photographer)",Samoan Chief Lanulo and wife,,photography,gift,2020,,1830,1912,United States,1893
"WEED, Charles L",Fiji cannibals,,photography,gift,2020,,1824,1903,United States,1880
"JONES, Henry",Pacific Islander,,photography,gift,2020,,1826,1911,United States,1877
"DUFTY, attrib. to F.H.",Tongan women,,photography,gift,2020,,1846,1910,,
"DICKSON, Menzies",Kanacha King of the Fijis,,photography,gift,2020,,1840,1891,United States,1870
"SILVY, Camille",Queen Emma of Hawai’i in Paris,,photography,gift,2020,,1835,1910,France,1865
"CHASE, attrib. to H L","Major of Household troops, Maehonua",,photography,gift,2020,,1831,1901,United States,
"HUGHAN, Allan (Ramsay Cunningham)",(Three New Caledonian men),,photography,gift,2020,,1834,1883,,1875
"HOARE, C B",Group of wild natives,,photography,gift,2020,,1830,1876,United States,1868
TUTTLE & CO (Sydney),Cunningham troupe in Sydney,,photography,gift,2020,,1883,1892,New Zealand,1883
UNKNOWN (Photographer),The Queensland Court at the Philadelphia International Exhibition,,photography,gift,2020,,,,United States,1876
"STIEGLITZ, Alfred",In the New York Central Yards,,photography,gift,2020,,1864,1946,United States,1903
"CARROLL, Lewis","Xie Kitchin, Captive Princess, 26 June 1875",,photography,gift,2020,,1832,1898,,1875
"CAMERON, Julia Margaret","The Bride of Abydos [Annie Chinery, Mrs Ewen Hay Cameron]",,photography,gift,2020,,1815,1879,,1871
"TATTERSALL, A J",Häuptling mit familie Samoa (Chief with the Samoa family),,photography,gift,2020,,1866,1951,New Zealand,
"DUFTY, attrib. to F.H.",Fijian man,,photography,gift,2020,,1846,1910,,
"DUFTY, attrib. to F.H.",Man from inland Viti Levu (Cai Kolo mountain people),,photography,gift,2020,,1846,1910,,
"DICKSON, Menzies",Kanaka natives of the Sandwich Islands,,photography,gift,2020,,1840,1891,United States,1870
"DICKSON, Menzies",Kanaka native of the Sandwich Islands,,photography,gift,2020,,1840,1891,United States,1870
"DICKSON, Menzies",Hula dancer and man with drum,,photography,gift,2020,,1840,1891,United States,1870
"CHASE, attrib. to H L",Mrs Maehonua (Lucy Muolo Maehonua),,photography,gift,2020,,1831,1901,United States,
"HUGHAN, Allan (Ramsay Cunningham)",Jeune Canaque,,photography,gift,2020,,1834,1883,,1870
"MONTANO, A A","Queen Emma of Hawai’i, Honolulu",,photography,gift,2020,,1847,1910,United States,1886
"COVENTRY, Virginia",Spaces Between Houses - Two Blocks,,photography,gift,2020,,1942,,Australia,1977
"MAHONY, Frank","Ser[geant] Major Iveireimei, Fijian Armed Constabulary",,painting,gift,2020,,1862,1916,New Zealand,1902
"JERREMS, Carol",Juliet holding ‘Vale Street’,,photography,gift,2020,,1949,1980,Australia,1976
"JERREMS, Carol","Macquarie University: University Court, Yellow Cake Day Balloon",,photography,gift,2020,,1949,1980,Australia,1977
"COVENTRY, Virginia",Miss World Televised 1,,photography,gift,2020,,1942,,Australia,1974
"COVENTRY, Virginia",Miss World Televised 2,,photography,gift,2020,,1942,,Australia,1974
"COVENTRY, Virginia",Miss World Televised 5,,photography,gift,2020,,1942,,Australia,1974
"COVENTRY, Virginia",Miss World Televised 6,,photography,gift,2020,,1942,,Australia,1974
"BROWN, Leonard","Holy prophet and forerunner of the Lord, John the Baptist",,painting,gift,2020,,1949,,Australia,2003
"BROWN, Leonard",The rising of Lazarus (Lazarus of the four days in the tomb),,painting,gift,2020,,1949,,Australia,2013
"GROVES, Helga",Subterranean detail no.2,,painting,gift,2020,,1961,,Australia,2003
"CHASE, H L",Queen Kalama (Jane Lahilahi Mahienaena Kalama),,photography,gift,2020,,1831,1901,United States,1860
"PAREROULTJA, Hubert","Ghost Gum study - Palm Valley (Alyape), NT",,painting,gift,2020,,1952,,Australia,2020
"PAREROULTJA, Hubert","Ghost Gum - Palm Valley (Alyape), NT",,painting,gift,2020,,1952,,Australia,2020
"TJUPURRULA, Bobby West",Untitled,,painting,gift,2020,,1958,,,2017
"McGREGOR, Carol",Skin Country,,installation,gift,2020,,1961,,Australia,2018
"HART, Tyza",Green and Gold,,painting,gift,2020,,1990,,Australia,2012
"HART, Tyza",Untitled (self),,painting,gift,2020,,1990,,Australia,2012
"HART, Tyza",mo screen recording #2,,painting,gift,2020,,1990,,Australia,2013
"HART, Tyza",selfie #1,,painting,gift,2020,,1990,,Australia,2013
"HART, Tyza",SO HAPPY 2 b in yr photo,,painting,gift,2020,,1990,,Australia,2014
"HART, Tyza",Untitled,,painting,gift,2020,,1990,,Australia,2015
"MacFARLANE, Stewart",Outcast,,painting,gift,2020,,1953,,United States,1996
"SITTHIKET, Vasan",Thai Prostitutes Monument! (from ‘This World is not a Theatre’ series),,painting,gift,2020,,1957,,,2000
"SITTHIKET, Vasan",Unlimited Happiness of Minister! (from ‘10 Evil Scenes of Thai Politic' series),,painting,gift,2020,,1957,,,2010
"SITTHIKET, Vasan",Thai Youth! (from ‘This World is not a Theatre’ series),,painting,gift,2020,,1957,,,2000
"MOLINIER, Pierre",Untitled (study of the French performance artist Thierry Agullo),,photography,gift,2020,,1900,1976,France,1976
"MOLINIER, Pierre",Self-portrait with mannequin,,photography,gift,2020,,1900,1976,France,1975
"MOLINIER, Pierre",Untitled (study of the French performance artist Thierry Agullo),,photography,gift,2020,,1900,1976,France,1976
"MUYBRIDGE, Eadweard",Kangaroo Jumping (plate 751 from ‘Animal Locomotion’ album),,graphics,gift,2020,,1830,1904,United States,1887
"MUYBRIDGE, Eadweard",Cockatoo in Flight (plate 760 from ‘Animal Locomotion’ album),,graphics,gift,2020,,1830,1904,United States,1887
"MUYBRIDGE, Eadweard",Man leaping forwards (plate 163 from ‘Animal Locomotion’ album),,graphics,gift,2020,,1830,1904,United States,1887
"DARGIE, William",Study for portrait of Albert Namatjira,,graphics,gift,2020,,1912,2003,Australia,1957
"DUNN, Richard",Untitled (Historical tropes),,painting,gift,2020,,1944,,New Zealand,1986
"DUNN, Richard",Untitled (Art and Fear),,painting,gift,2020,,1944,,New Zealand,1986
"LEE, Lindy",Without Providence,,painting,gift,2020,,1954,,Australia,1988
"DAVILA, Juan",Pieta,,painting,gift,2020,,1946,,United States,1984
"BELL, Richard",White girls can't hump,,painting,gift,2020,,1953,,Australia,2002
"NAMOK, Rosella",Yiipay & Kungkay (Stormy Day),,painting,gift,2020,,1979,,Australia,2000
"WHITELEY, Brett",Small hissing painting,,painting,gift,2020,,1939,1992,New Zealand,1965
"CURTIS, Angkaliya",Cave Hill,,painting,gift,2021,,1928,,South Africa,2010
"COTTON, Shane",Half Cast (seven),,graphics,gift,2020,,1964,,New Zealand,2010
"ABDULLAH, Abdul",Someone else's king and someone else's country,,photography,gift,2020,,1986,,,2014
"GORDON, Tulo",The big dance for creatures from land and sea,,painting,gift,2023,,1922,1989,Australia,
attrib. to HOPEVALE COMMUNITY,Untitled (emu),,painting,gift,2023,,,,Australia,
attrib. to HOPEVALE COMMUNITY,Untitled (two emu and lizard),,painting,gift,2023,,,,Australia,
"TAWALE, Salote",Person peel,,new media,gift,2020,,1976,,Fiji,2002
"TAWALE, Salote (Creator)",Ripper,,new media,gift,2020,,1976,,Australia,2002
"TAWALE, Salote",The Peel,,new media,gift,2020,,1976,,Fiji,2004
"TAWALE, Salote",Rollergirl,,new media,gift,2020,,1976,,Fiji,2004
"TAWALE, Salote",I get so emotional (karaoke version),,new media,gift,2020,,1976,,Fiji,2006
"TAWALE, Salote",Dressing up: Ode to Mogul,,new media,gift,2020,,1976,,Fiji,2013
"TAWALE, Salote",Pocari sweat,,new media,gift,2020,,1976,,Fiji,2014
"TAWALE, Salote",Skull video (from ‘Sometimes you make me nervous’),,new media,gift,2020,,1976,,Fiji,2015
"TAWALE, Salote",Guard,,new media,gift,2020,,1976,,Fiji,2017
"JENNER, Isaac Walter","Kelly & Cussen's Pearl Shelling Station on Prince of Wales Island, Torres Straits",,painting,gift,2020,,1836,1902,United States,1897
"JENNER, Isaac Walter","O'Hagan & McAlister's Pearl Shelling Station, Friday Island, Torres Straits",,painting,gift,2020,,1836,1902,United States,1897
"DJANGHARA, Ignatia",Wandjina and Bradshaw figures,,painting,gift,2020,,1930,,Australia,
NEWILI,Tribal battle in the mangroves at Sandfly Creek,,painting,gift,2020,,1910,1993,Australia,1971
"BANDAK, Nym",Sacred waterholes and stars,,painting,gift,2020,,1904,1981,Australia,
UNKNOWN,Ceremonial dance ritual objects [IMAGE RESTRICTED],,painting,gift,2020,,,,Australia,
UNKNOWN,Untitled (Pukumani story),,painting,gift,2020,,,,Australia,1960
"MUNGATOPI, Deaf Tommy",All-bin-mix-up,,painting,gift,2020,,1925,1985,Australia,1957
"MUNGATOPI, Deaf Tommy",Coral Dreaming Pukamani design,,painting,gift,2020,,1925,1985,Australia,1964
"PURUNTATAMERI, Stanislaus",The death of the first ancestor,,painting,gift,2020,,1906,1987,Australia,
UNKNOWN,Longneck turtle,,painting,gift,2020,,,,Australia,
YIRRWALA ,Lorrkon ceremony dance of skeletons,,painting,gift,2020,,1894,1976,Australia,
YIRRWALA ,Waterholes,,painting,gift,2020,,1894,1976,Australia,
YIRRWALA ,Lumaluma,,painting,gift,2020,,1894,1976,Australia,1970
YIRRWALA ,Untitled (mimih spirit),,painting,gift,2020,,1894,1976,Australia,1970
"NAMATBARA, Paddy Compass",Untitled (spirit figures),,painting,gift,2020,,1890,1973,Australia,1960
UNKNOWN,Mimihs hunting echidna,,painting,gift,2020,,,,Australia,
UNKNOWN,Crocodile and water plant,,painting,gift,2020,,,,Australia,
"NGULEINGULEI MURRUMURRU, Dick",Mimih hunting echidnas,,painting,gift,2020,,1920,1988,Australia,
"NGULEINGULEI MURRUMURRU, Dick",Spirit people and flying fox,,painting,gift,2020,,1920,1988,Australia,
NAJOMBOLMI (Charlie Barramundi Naiyombolmi),Spiny ant-eater spirits of Balawurru,,painting,gift,2020,,1890,1967,Australia,1966
NAJOMBOLMI (Charlie Barramundi Naiyombolmi),Untitled (six mimihs copulating),,painting,gift,2020,,1890,1967,Australia,1958
"WURRKIDJ, Anchor Barbuwa",Mythical echidna hunted by mimih,,painting,gift,2020,,1924,1977,Australia,
"JAMBALULU, attrib. to Jimmy Mulwirrkbirrk",Captured kangaroo,,painting,gift,2020,,1908,1960,Australia,
"JAMBUWAL, attrib. to (Paddy) Captain",Corroboree,,painting,gift,2020,,1927,,Australia,
"JAMBUWAL, attrib. to (Paddy) Captain",Creature of the Dreamtime,,painting,gift,2020,,1927,,Australia,
"MANGGUDJA, Samuel Ganarradj",Rainbow Serpent,,painting,gift,2020,,1909,1983,Australia,
"NABUNU, Spider Namirrki","Male and female Namarnday, spirits of the Stone Country",,painting,gift,2020,,1925,1975,Australia,1966
"NAWIRRIDJ, Barnabas Gadjak",Ceremonial dance in a sacred cave,,painting,gift,2020,,1920,,Australia,1966
"NGANJMIRA, Bobby Barrdjaray",Snakes and mimih spirit,,painting,gift,2020,,1915,1992,Australia,1966
"NGANJMIRA, Bobby Barrdjaray",Legend of Nimbuwah Rock,,painting,gift,2020,,1915,1992,Australia,1968
"NGANJMIRA, Bobby Barrdjaray",Mimihs spearing a kangaroo,,painting,gift,2020,,1915,1992,Australia,
"NGANJMIRA, Bobby Barrdjaray",Sacred and secret - Kunapipi Ceremony [IMAGE RESTRICTED],,painting,gift,2020,,1915,1992,Australia,
"NGANJMIRA, Bobby Barrdjaray",Mythical Rainbow Serpent,,painting,gift,2020,,1915,1992,Australia,
"NGANJMIRA, Bobby Barrdjaray",Mimih hunting goanna and fish,,painting,gift,2020,,1915,1992,Australia,1966
"MANDARRK, Wally",Birlmu (five barramundi),,painting,gift,2020,,1915,1987,Australia,
"NAROMI, Mick",Wandurk: Spirit figure from Gurrgoni Country,,painting,gift,2020,,1923,,Australia,1980
NAROMI,Bark painting of body painting,,painting,gift,2020,,1923,,Australia,1970
NAROMI,Wandurrk: Spirit figure and bird,,painting,gift,2020,,1923,,Australia,
"DJANBARDI, Ronnie",Namandi: The spirits of the dead,,painting,gift,2020,,1925,1994,Australia,1976
"BILINYARA, Bob","Wulagai (Wulaki), hollow log ceremony",,painting,gift,2020,,1915,1975,Australia,1960
BINYINYUWUY,Niwuda (wild honey) totem,,painting,gift,2020,,1928,1982,Australia,
"BURANDAY Waynbarrnga, George",Morning Star ceremony,,painting,gift,2020,,1914,1980,Australia,
"DAWIDI Birritjama, Neville",Wagilag sisters,,painting,gift,2020,,1921,1970,Australia,
"DJANAMBAYNGU, George","Birrkurrda, wild honey dreaming",,painting,gift,2020,,1926,1976,Australia,1960
"LIPUNDJA, Jimmy",The Rainbow Serpent in a waterhole,,painting,gift,2020,,1912,1968,Australia,
"MAKANI Wilinggar, Mick",Morning Star ceremony,,painting,gift,2020,,1920,1984,Australia,
"NGULMARMAR, Dick",Untitled,,painting,gift,2020,,1911,1979,Australia,1965
"WULULU, Jimmy",Hollow log ceremony,,painting,gift,2020,,1936,2005,Australia,1965
"GURRUWIWI, Mithinarri",Yulengor (Rainbow Serpent) at Mirrarmina,,painting,gift,2020,,1929,1976,Australia,
"BAKULANGAY, Wurrpandiya Marawili (Collaborating artist)",Yulengor (Lightning snake),,painting,gift,2020,,1944,2002,Australia,2002
"MARIKA, Mathaman",Untitled (Buralku - spirit place for the dead),,painting,gift,2020,,1916,1970,Australia,1960
"MARIKA, Mawalan 1",Sacred totem animals,,painting,gift,2020,,1908,1967,Australia,1960
"MARIKA, Wandjuk (Collaborating artist)",Djan’kawu and his sisters,,painting,gift,2020,,1927,1987,Australia,
"YUNUPINGU, Munggurruwuy",Macassan Praus,,painting,gift,2020,,1907,1978,Australia,1958
"AMAGULA, Thomas Nandjiwarra",The East Wind with dolphins and stars [IMAGE RESTRICTED],,painting,gift,2020,,1926,1989,Australia,1962
"MAMINYAMANJA, Nakanapa Trevor",Minyamanja,,painting,gift,2020,,,,Australia,
"WARRABADALUMBA, attrib. to Jabarrgwa Kneepad",Untitled (clouds),,painting,gift,2020,,1896,1975,Australia,1962
UNKNOWN,Untitled (bark of a butterfly),,painting,gift,2020,,,,Australia,
UNKNOWN,Turtles and a dolphin against a black background and surrounded by the constellation of the Seven Sisters,,painting,gift,2020,,,,Australia,
UNKNOWN,Untitled (painting of a barracuda),,painting,gift,2020,,,,Australia,
UNKNOWN,Untitled (painting of a fish),,painting,gift,2020,,,,Australia,
UNKNOWN,Untitled (three barracuda) ,,painting,gift,2020,,,,Australia,
UNKNOWN,Untitled (the artist's Country),,painting,gift,2020,,,,Australia,
UNKNOWN,Sea creatures,,painting,gift,2020,,,,Australia,1960
UNKNOWN,Cephalopod squid ‘Dilyimba’,,painting,gift,2020,,,,Australia,
GOLUWA,Circumcision Ceremony [IMAGE RESTRICTED],,painting,gift,2020,,1915,,Australia,
UNKNOWN,Sea plants,,painting,gift,2020,,,,Australia,
"JERREMS, Carol",Vale Street,,photography,gift,2020,,1949,1980,Australia,1975
"LAING, Rosemary",NASA - Kennedy Space Center #1,,photography,gift,2020,,1959,,Australia,1998
"TO, Hiram",The Prestige (from ‘I love you more than my own death’ series),,installation,gift,2020,,1964,2017,Australia,2007
"BUVELOT, Louis",Brisbane,,painting,gift,2020,,1814,1888,United States,1866
"CHAPMAN, Dora",Kiln,,graphics,gift,2020,,1911,1995,South Africa,1973
"TRAILL, Jessie","Their time has come, in Northumberland",,graphics,gift,2020,,1881,1967,Australia,1938
"HIGGS, Florence M",Golden cockerel,,graphics,gift,2020,,1918,2006,Australia,1956
"HIGGS, Florence M",Rock pool,,graphics,gift,2020,,1918,2006,Australia,1956
"HIGGS, Florence M",Parrots,,graphics,gift,2020,,1918,2006,Australia,1956
"HIGGS, Florence M",Wings,,graphics,gift,2020,,1918,2006,Australia,
"TAUMOEPEAU, Latai (Artist)",The Last Resort,,new media,gift,2020,,1972,1973,United States,2020
"TAUMOEPEAU, Latai (Artist)",The Last Resort Robes,,installation,gift,2020,,1972,1973,,2020
"TAUMOEPEAU, Latai",The Last Resort Sandals,,installation,gift,2020,,1972,,New Zealand,2020
"TAUMOEPEAU, Latai",The Last Resort Ike Replicas (Ngatu mallets),,installation,gift,2020,,1972,,New Zealand,2020
"LEE, Lindy",Brother Wah (‘Cycles through a Chinese landscape’ series),,painting,gift,2021,,1954,,Australia,2006
"LEE, Lindy (Artist)",Guanyin (‘Cycles through a Chinese landscape’ series),,painting,gift,2021,,1954,1954,New Zealand,2006
"LEE, Lindy (Artist)",True World (‘Cycles through a Chinese landscape’ series),,painting,gift,2021,,1954,1954,New Zealand,2006
"LEE, Lindy",Grandma Lee Wooi (‘Cycles through a Chinese landscape’ series),,painting,gift,2021,,1954,,Australia,2006
"LEE, Lindy (Artist)",Dark Star (‘Cycles through a Chinese landscape’ series),,painting,gift,2021,,1954,1954,New Zealand,2006
"LEE, Lindy",Auntie (‘Cycles through a Chinese landscape’ series),,painting,gift,2021,,1954,,Australia,2006
"LEE, Lindy",Lily-Amah (‘Cycles through a Chinese landscape’ series),,painting,gift,2021,,1954,,Australia,2006
"LEE, Lindy (Artist)",A stone woman gives birth by night (‘Cycles through a Chinese landscape’ series),,painting,gift,2021,,1954,1954,New Zealand,2006
"LEE, Lindy (Artist)",Buddhadharma (‘Cycles through a Chinese landscape’ series),,painting,gift,2021,,1954,1954,New Zealand,2006
"LEE, Lindy (Artist)","Chu-Chih, the Pilgrim (‘Cycles through a Chinese landscape’ series)",,painting,gift,2021,,1954,1954,New Zealand,2006
"LEE, Lindy (Artist)",Shield maiden (‘Cycles through a Chinese landscape’ series),,painting,gift,2021,,1954,1954,New Zealand,2006
"LEE, Lindy (Artist)",Shin-Chi (True Encounter) (‘Cycles through a Chinese landscape’ series),,painting,gift,2021,,1954,1954,New Zealand,2006
"LEE, Lindy","Papa, take away the high, and there will no longer be the low",,photography,gift,2020,,1954,,Australia,2018
"LEE, Lindy","No up, no down, just is",,painting,gift,2020,,1954,,Australia,2018
"LEE, Lindy","Joy, joy, Joyce",,photography,gift,2020,,1954,,Australia,2018
"BARKER, George","recto: Rock of Ages, Niagara 
verso: General view of the Falls from Prospect Point",,photography,gift,2020,,1844,1894,Canada,1875
BAILEY & WINTER (Studio),Mary and James O'Coner,,photography,gift,2020,,1869,1890,,1875
BRADLEY & RULOFSON (Studio),Group portrait of men and women wearing bowler hats,,photography,gift,2020,,1863,1878,United States,1880
BROWN & OTTO,Sister and younger brother,,photography,gift,2020,,,,United States,1871
"BROWN, T.A.","Clare Christ, May 13",,photography,gift,2020,,1876,1903,United States,1867
THOMAS HOUSEWORTH & CO (Studio),149 Montgomery St - Looking north from Market. (Instantaneous),,photography,gift,2020,,1869,1886,United States,1866
"MASON, Samuel J.","Prospect Point, Prospect Park, Niagara Falls, NY",,photography,gift,2020,,1849,1917,United States,
"SHEW, W.M.",Young woman with lace collar,,photography,gift,2020,,1820,1903,United States,1866
KIMBALL (Photographic studio),"Rebecca, Augusta, and Rosa, emancipated slaves from New Orleans",,photography,gift,2020,,1863,1826,United States,1863
"WATKINS, Carleton","Agassiz Rock, Union Point, Yosemite",,photography,gift,2020,,1829,1916,United States,1879
"WATKINS, Carleton","Yowiye, The Nevada Fall, 700ft., Yosemite",,photography,gift,2020,,1829,1916,United States,1879
"WATKINS, Carleton","D.H. Oneonta Gorge, Columbia River Scenery O.",,photography,gift,2020,,1829,1916,United States,1879
"WATKINS, Carleton","Seal Farallon Islands, P.O.",,photography,gift,2020,,1829,1916,United States,1879
"WINBERG, J.A.",Young man and urn,,photography,gift,2020,,1876,,United States,1880
"SHEW, W.M.",(Pouting young girl with hair bows),,photography,gift,2020,,1820,1903,United States,1870
"RINGHOLT, Stuart","Untitled (Iraq, Barbie, fashion)",,object,gift,2020,,1971,,,2007
"PARKER, Harold",Seated nude with flower,,sculpture,gift,2020,,1873,1962,Australia,1928
"ROBERTS, Luke","Pope Alice’s Miracle Baby / Pope Alice as Madonna and Child 1993
Photographic performance: performers Pope Alice and Romy Sandison; camera David Sandison",,photography,gift,2020,,1952,,Australia,1993
"HOLROYD, Jeannie",Two dilly bags,,graphics,gift,2020,,1952,,Australia,2020
"HOLROYD, Jeannie",Two dilly bags,,graphics,gift,2020,,1952,,Australia,2020
"PAU, Robert Tommy",Kangaroo Court,,graphics,gift,2020,,1967,,Australia,2019
"DE JERSEY, Daphne",Gweeni,,graphics,gift,2020,,1969,,Australia,2020
"DE JERSEY, Daphne",Meugu (Timber Yam),,graphics,gift,2020,,1969,,Australia,2020
"MACKIE, Glen",The Coming of Sigai II,,graphics,gift,2020,,1975,,Australia,2013
"SMITH, Martin",Fix it up,,graphics,gift,2020,,1971,,Australia,2010
"MADDOCK, Bea (Artist)",Figure standing,,graphics,gift,2020,,1934,2016,Australia,1988
"MADDOCK, Bea (Artist)",Figure fleeing,,graphics,gift,2020,,1934,2016,Australia,1988
"MADDOCK, Bea","Exhibition poster: Bea Maddock ""Ideas evolved"" 1960-70",,graphics,gift,2020,,1934,2016,,1970
IATMUL PEOPLE,Au (sago pot),,object,gift,2020,,,,Papua New Guinea,1965
IATMUL PEOPLE,Au (sago pot),,object,gift,2020,,,,Papua New Guinea,1965
KAIEP PEOPLE,Sepik storage pot,,object,gift,2020,,,,Papua New Guinea,1965
MOTUAN PEOPLE,Cooking pot,,object,gift,2020,,,,Papua New Guinea,1975
MOTUAN PEOPLE,Water pot,,object,gift,2020,,,,Papua New Guinea,1975
ABELAM PEOPLE,Ceremonial bowl,,object,gift,2020,,,,Papua New Guinea,1965
